PrimarySatellite,SecondarySatellite,TCA_EpDay,TCA_UTCG,Range,RangeX,RangeY,RangeZ,Velocity,VelocityX,VelocityY,VelocityZ,Latitude,Longitude,Altitude,PrimaryAge,SecondaryAge,PrimaryCluster,SecondaryCluster,DateGenerated
13778--DELTA 1 R/B,11788--COSMOS 1176,0.00438907407407,2020-06-17 00:06:19.216000,4.87938405932,-4.78940135603,0.467500698476,-0.807134775663,12.7284902055,-0.0300731408756,10.9349263071,6.51467153231,-64.8604118894,48.5703943798,902.463780128,2020-06-16 21:00:49,2020-06-16 22:49:21,850,LEO,2020-06-18 00:00:00,
11378--COSMOS 1104,26819--SL-8 R/B,0.0137827199074,2020-06-17 00:19:50.827000,2.17545909531,1.70301474772,0.448001373987,1.27736361829,13.9080265346,-0.0313335869102,13.1374834255,-4.56494792278,68.0838913788,136.778492522,992.497828009,2020-06-16 11:37:29,2020-06-16 20:33:24,975,975,2020-06-18 00:00:00,
6707--COSMOS 574,27001--METEOR 3M,0.0178102083333,2020-06-17 00:25:38.802000,4.38924095878,-0.905737585369,3.65842634868,-2.24966492438,7.70301160146,-0.0258233340391,4.03031096544,6.56447365822,73.97365021,-109.713946134,1008.52033176,2020-06-16 20:28:16,2020-06-16 21:09:53,975,975,2020-06-18 00:00:00,
24953--COSMOS 2346,23180--SL-8 R/B,0.0418906597222,2020-06-17 01:00:19.353000,4.91245709389,4.78455483238,1.10761066619,0.116053295306,0.977300564564,0.0104599388586,0.0570327943748,-0.975578927377,82.9519397652,-0.549584196038,976.785839698,2020-06-16 20:11:10,2020-06-16 20:11:03,975,975,2020-06-18 00:00:00,
11803--COSMOS 1181,9062--SL-8 R/B,0.0456694675926,2020-06-17 01:05:45.842000,4.36842913883,2.03070731017,0.509275087568,-3.83406309893,14.5592317659,7.01168674135e-05,14.432399685,1.91756849729,-21.1619391874,111.429925001,1000.80007407,2020-06-16 21:45:21,2020-06-16 21:28:40,975,975,2020-06-18 00:00:00,
10537--SL-8 R/B,21153--SL-8 R/B,0.0487812037037,2020-06-17 01:10:14.696000,3.7461519726,-2.41808667342,-2.15173684249,-1.88587910595,9.72064295998,-0.0283009688457,6.42442762391,-7.29498651922,80.6196963914,-127.810322927,997.404388251,2020-06-16 21:15:47,2020-06-16 21:33:20,975,975,2020-06-18 00:00:00,
28057--CBERS 2,13028--SL-8 R/B,0.0512862384259,2020-06-17 01:13:51.131000,3.3279403565,-0.983551775563,2.71956779666,1.64674342889,7.7189997668,-0.0127524102664,3.99475371058,-6.60490254036,65.5712591307,26.7457264211,783.530093225,2020-06-16 19:41:16,2020-06-16 18:03:01,775,775,2020-06-18 00:00:00,
8845--METEOR 1-25,28050--PSLV R/B,0.0625471643519,2020-06-17 01:30:04.075000,2.53866705205,1.01393414304,-0.00197353150097,-2.32739426396,14.7910945476,-0.00265362131409,14.7910857832,-0.0158816561009,-74.7304575644,-32.6480103216,892.204236497,2020-06-16 20:45:44,2020-06-16 19:27:04,850,LEO,2020-06-18 00:00:00,
26536--NOAA 16,28061--SL-19 R/B,0.0789063888889,2020-06-17 01:53:37.512000,3.5112908686,0.072772919884,1.22943938748,-3.28821326233,13.9612417332,-0.0750649535134,13.0772855402,4.8882756558,63.2690286112,141.636429241,851.548910436,2020-06-16 21:57:06,2020-06-16 20:26:16,850,LEO,2020-06-18 00:00:00,
21610--ARIANE 40 R/B,16953--SL-8 R/B,0.0809201273148,2020-06-17 01:56:31.499000,3.30437340402,-2.9548983493,-0.0951885601965,-1.47593986209,14.9228216827,0.0159853415503,14.8897399879,-0.992972574793,9.72678000904,124.851696355,757.56150287,2020-06-16 14:07:14,2020-06-16 10:51:43,775,775,2020-06-18 00:00:00,
11680--COSMOS 1153,22208--SL-8 R/B,0.082217662037,2020-06-17 01:58:23.606000,3.77829124354,2.55787013461,-2.3528241859,-1.48222921498,7.78969002218,-0.0380695530816,4.12186401949,-6.60969427097,-81.6900911779,-65.3243385426,997.769320454,2020-06-16 21:42:34,2020-06-16 19:56:25,975,975,2020-06-18 00:00:00,
6707--COSMOS 574,13354--SL-8 R/B,0.0852736342593,2020-06-17 02:02:47.642000,4.25651359269,-2.26241702724,1.78995256675,-3.12976787772,12.727453724,-0.0258434936342,11.0402017688,6.33256309212,75.8391426922,100.430006239,1014.91697971,2020-06-16 20:28:16,2020-06-16 11:37:04,975,975,2020-06-18 00:00:00,
11378--COSMOS 1104,26819--SL-8 R/B,0.0865143055556,2020-06-17 02:04:34.836000,3.8909199513,1.55836984317,1.17342327086,3.36657382612,13.9080650923,-0.0320596523002,13.1375303923,-4.56492518897,68.0592643025,110.492359337,992.399199333,2020-06-16 11:37:29,2020-06-16 20:33:24,975,975,2020-06-18 00:00:00,
12786--SL-14 R/B,19275--SL-14 R/B,0.100432581019,2020-06-17 02:24:37.375000,3.52643318714,-0.380533400137,3.49184878736,0.312917562554,1.38417333455,0.00378770973981,0.123962003778,-1.37860614207,82.5084413142,167.0696813,636.943068816,2020-06-16 19:32:00,2020-06-17 02:00:31,615,615,2020-06-18 00:00:00,
9638--SL-8 R/B,21090--SL-8 R/B,0.101980763889,2020-06-17 02:26:51.138000,2.29396458048,2.29392282521,0.0012002509048,0.0137886851685,14.4364824714,0.010289064418,14.1839454519,-2.68842178585,-48.7609822908,-168.150895243,1001.27228101,2020-06-16 21:51:30,2020-06-16 21:27:07,975,975,2020-06-18 00:00:00,
8597--SL-8 R/B,9044--SL-8 R/B,0.102344884259,2020-06-17 02:27:22.598000,3.97569689208,-3.96780634097,0.066296510063,-0.24141953322,14.1846860893,-0.00917356998263,13.6372912998,3.90250192849,63.7583028044,48.021940315,973.487660485,2020-06-16 21:25:22,2020-06-16 19:45:23,975,975,2020-06-18 00:00:00,
20670--METEOR 2-19,25893--SL-8 R/B,0.103113912037,2020-06-17 02:28:29.042000,3.3750030673,2.93855077909,1.38554839965,-0.914232276427,8.11582775683,0.0048442648533,4.46234932217,6.77894351935,-81.3171600161,-140.21208803,987.427545429,2020-06-16 21:41:07,2020-06-16 20:29:52,975,975,2020-06-18 00:00:00,
