PrimarySatellite,SecondarySatellite,TCA_EpDay,TCA_UTCG,Range,RangeX,RangeY,RangeZ,Velocity,VelocityX,VelocityY,VelocityZ,Latitude,Longitude,Altitude,PrimaryAge,SecondaryAge,PrimaryCluster,SecondaryCluster,DateGenerated
6061 -- SL-8 R/B,17304 -- SL-8 R/B,0.4488594560185185,Thu 01 Mar 2018 10:46:21 GMT,3.914310049321084,3.6031487970785747,1.1400585787268354,1.019513778916327,9.930040358795802,-0.016856210266817016,-6.588813646538687,7.4291959273312,68.54758465412898,151.07860880357228,757.5556462027834,79295.01592000002,43864.68192000002,775,775,Fri 02 Mar 2018 01:52:29 GMT
10121 -- SL-8 R/B,14240 -- COSMOS 1486,0.984779837962963,Thu 01 Mar 2018 23:38:04 GMT,4.160748897060068,-0.4002524102188545,-1.1940109520950355,3.9655979673659894,14.281167979997326,0.018426929486114203,-13.673178698667435,-4.122572448784583,18.04864181520273,39.48923012786471,786.0529575923283,93030.63417599999,94403.046176,775,775,Fri 02 Mar 2018 01:52:29 GMT
12443 -- SL-8 R/B,27840 -- MONITOR-E/SL-19,0.07278480324074074,Thu 01 Mar 2018 01:44:48 GMT,2.0796090649983268,-2.0790732212617513,0.005645610072417185,-0.0468671626985888,3.192797900053949,-0.07054906959041228,-0.6732901530289981,3.1202021776165436,11.925783750450265,48.678317739457604,779.228169396029,38984.641488,14816.565488,775,LEO,Fri 02 Mar 2018 01:52:29 GMT
16864 -- SL-8 R/B,23432 -- SL-8 R/B,0.9600641666666667,Thu 01 Mar 2018 23:02:29 GMT,3.820697662556622,-0.4419644277768384,1.3984656463242136,-3.527986948572332,13.85463195829062,-0.010953949809370898,-12.878684161742623,-5.107856788590599,-42.098956322728974,26.644375642499522,791.6461735985393,87773.862192,93369.272192,775,775,Fri 02 Mar 2018 01:52:29 GMT
9022 -- COSMOS 841,18095 -- COSMOS 1850,0.08804253472222222,Thu 01 Mar 2018 02:06:46 GMT,3.588232969693188,-0.8887860235254266,2.473855078608962,2.442440643949434,10.478247245349719,0.001652837161958587,-7.3619537887117925,7.456225520709548,-67.3209085324435,-132.0340209919651,795.7554263960843,77067.98464799998,14094.286647999994,775,775,Fri 02 Mar 2018 01:52:29 GMT
11869 -- COSMOS 1190,12791 -- COSMOS 1302,0.559419837962963,Thu 01 Mar 2018 13:25:33 GMT,2.6004692641428577,1.0732364150580906,0.8226755151408724,2.221217906449223,14.02464200981911,-0.0076079639884778765,-13.156454739014807,4.857800358466963,37.54890559174668,-172.3911512565539,774.222351215581,67014.317944,56639.213944,775,775,Fri 02 Mar 2018 01:52:29 GMT
11869 -- COSMOS 1190,12791 -- COSMOS 1302,0.5942749421296296,Thu 01 Mar 2018 14:15:45 GMT,2.2703512754503485,1.9633528855911209,0.3956545388647355,-1.0692043052893132,13.971345410087714,-0.005284639446781512,-13.106570834656761,-4.839035606057235,-37.53473812353086,-5.030749070218761,801.0193516822036,70025.798776,59650.694776000004,775,775,Fri 02 Mar 2018 01:52:29 GMT
11869 -- COSMOS 1190,12791 -- COSMOS 1302,0.629191712962963,Thu 01 Mar 2018 15:06:02 GMT,2.8372456516847686,1.1089548328636738,-0.9045234797508456,-2.449901904413942,14.024683570706319,-0.005830769355693519,-13.156504238602238,4.85778874388438,37.49449952363602,162.31997274185696,774.1756403972023,73042.607224,62667.503224,775,775,Fri 02 Mar 2018 01:52:29 GMT
11869 -- COSMOS 1190,12791 -- COSMOS 1302,0.6640469560185185,Thu 01 Mar 2018 15:56:13 GMT,4.2809074135447664,1.9266637172531773,-1.3272928178394214,3.5850284489351325,13.971340386949967,-0.0034744438100733537,-13.106570589989753,-4.839023404146244,-37.480718327956104,-30.31986649579284,801.0326464509038,76054.100344,65678.996344,775,775,Fri 02 Mar 2018 01:52:29 GMT
22566 -- SL-16 R/B,7490 -- METEOR 1-19,0.8767475,Thu 01 Mar 2018 21:02:30 GMT,3.5139859573718533,-1.7333433488929586,-3.001401018771343,0.578973287787987,2.8433603524142246,0.023136127054183817,-0.5516443677071887,-2.7892384811777946,-59.45968704046546,95.73711706054331,872.432373700695,84437.84196,201337.50396,850,850N,Fri 02 Mar 2018 01:52:29 GMT
17590 -- SL-16 R/B,8799 -- METEOR 1-24,0.9319905439814815,Thu 01 Mar 2018 22:22:03 GMT,1.156919394715192,0.3058693946713902,1.0819818784669042,0.2724364401825005,3.604204128593645,0.017122646711745574,-0.8825555135694172,3.494437004870639,64.35888747005195,-33.0873352210042,851.598016220992,87265.52661599999,185726.32861599998,850,850N,Fri 02 Mar 2018 01:52:29 GMT
25406 -- COSMOS 2360,7274 -- METEOR 1-17,0.8226031944444444,Thu 01 Mar 2018 19:44:32 GMT,3.8029508438604087,-0.5404148049838113,0.9266506348156835,3.6485210099943215,14.39196951898031,-0.0028860098319655665,-13.952884741199775,3.5278585154453244,-10.451941071587093,94.88275275922125,860.9363278103693,73278.11248000001,205832.06548,850,850N,Fri 02 Mar 2018 01:52:29 GMT
25406 -- COSMOS 2360,6392 -- METEOR 1-14,0.8865844907407407,Thu 01 Mar 2018 21:16:40 GMT,3.476472235259494,-3.1506396019385647,0.4866591249490157,1.3865396486676764,14.012698380500593,-0.01550332415011053,-13.236685201402103,4.598438912153429,-42.71174224349596,56.73101443111393,873.3132857816458,78806.09660799999,89817.333608,850,850N,Fri 02 Mar 2018 01:52:29 GMT
6020 -- SL-8 R/B,21152 -- NADEZHDA 3,0.5896523958333333,Thu 01 Mar 2018 14:09:05 GMT,4.146229990020209,-3.9813055236145374,-0.23937315713427962,-1.1327532606053283,14.421666966862082,-0.0035615801992601066,-14.113882934611457,2.963574518433943,13.61940445793662,-162.66101224536476,975.7400507853265,61062.12236,58571.59936,975,975,Fri 02 Mar 2018 01:52:29 GMT
7477 -- SL-8 R/B,10461 -- SL-8 R/B,0.9784293171296297,Thu 01 Mar 2018 23:28:56 GMT,2.483073776300489,0.06342921676059632,-2.3967414526391075,-0.6459586071982049,3.8634832963866512,0.014406128758837865,-1.006586379146511,3.7300240624196466,82.7572743123047,135.05423844192802,973.8240093421705,87662.862632,93801.180632,975,975,Fri 02 Mar 2018 01:52:29 GMT
7737 -- SL-8 R/B,15597 -- COSMOS 1634,0.23187761574074073,Thu 01 Mar 2018 05:33:54 GMT,2.493474014511526,2.2396831435944478,-1.0463628895222792,-0.3261238733595237,4.400304599879868,-0.009709371204021808,-1.32722019706969,4.19536325582482,-82.75937360264511,-47.17880704698226,996.5489446938979,47469.30694399999,41347.004943999986,975,975,Fri 02 Mar 2018 01:52:29 GMT
