PrimarySatellite,SecondarySatellite,TCA_EpDay,TCA_UTCG,Range,RangeX,RangeY,RangeZ,Velocity,VelocityX,VelocityY,VelocityZ,Latitude,Longitude,Altitude,PrimaryAge,SecondaryAge,PrimaryCluster,SecondaryCluster,DateGenerated
13149 -- SL-8 R/B,15482 -- COSMOS 1624,0.2136159837962963,Mon 05 Feb 2018 05:07:36 GMT,4.903656802797584,4.023913594415717,-0.7924493533712812,2.6881208020935303,14.320650583126362,-0.004820950594343913,-13.74498901003238,-4.019488399849149,-11.848453085595708,157.70746682196992,782.1697372836147,31559.095631999997,22962.277631999998,775,775,Tue 06 Feb 2018 01:54:16 GMT
14760 -- SL-8 R/B,19257 -- SL-8 R/B,0.7565309027777778,Mon 05 Feb 2018 18:09:24 GMT,4.6696296587393356,-0.7108022160518885,3.2892887000436897,3.2374034668542446,10.472475963948503,0.031125507315862024,-7.348652043911902,7.461172639457077,-67.29453508184938,-37.81465387232948,790.4737404304351,107159.853336,85764.803336,775,775,Tue 06 Feb 2018 01:54:16 GMT
15032 -- SL-8 R/B,38357 -- BLOCK DM-SL R/B,0.4620015625,Mon 05 Feb 2018 11:05:16 GMT,3.8481045626597368,-2.637415985671396,-1.9018010832402794,-2.0579354420084566,10.527162683912769,-0.05082933352368457,-7.704187842883872,7.173845568032489,-0.2154984673275321,68.0528527951443,786.2792124607846,96422.291936,76848.507936,775,GTO,Tue 06 Feb 2018 01:54:16 GMT
15483 -- SL-8 R/B,19257 -- SL-8 R/B,0.3491987731481481,Mon 05 Feb 2018 08:22:50 GMT,3.5207958790247447,3.5201717526942957,-0.029029113784898072,0.05959667635569349,13.479503924704462,0.016320181836412304,-12.158609817631234,-5.819361391973279,-50.68803298574438,-133.3947191952627,773.6530231628275,38801.99301600002,50571.30701600002,775,775,Tue 06 Feb 2018 01:54:16 GMT
16682 -- SL-8 R/B,23431 -- COSMOS 2298,0.19616700231481482,Mon 05 Feb 2018 04:42:28 GMT,4.264386760121624,-3.319415310221302,1.0107112567382865,2.4788987864926457,13.81129139097251,-0.006692752450566332,-12.792201300792243,5.206852309546072,-43.37645172696598,-62.987523256574484,796.914823838736,32788.599184000006,21950.765184000004,775,775,Tue 06 Feb 2018 01:54:16 GMT
16953 -- SL-8 R/B,35946 -- WORLDVIEW 2,0.05214453703703704,Mon 05 Feb 2018 01:15:05 GMT,3.856212896521123,2.2236934595966886,2.1324011521767825,2.3191443739528768,10.988065674644595,0.0035184607343510376,-8.080455973754415,7.446059773259509,72.56353641808616,168.80020765046532,777.389950112471,13688.665447999992,25850.189447999994,775,775N,Tue 06 Feb 2018 01:54:16 GMT
16953 -- SL-8 R/B,35946 -- WORLDVIEW 2,0.1217539236111111,Mon 05 Feb 2018 02:55:19 GMT,2.2730181458462426,2.244545862308769,0.2460638904008083,0.2609174681364093,10.971444067456103,0.005495363507261004,-8.056063162940427,7.447979661694299,72.52757866786634,143.67473884641885,777.3901649185364,19702.91645599999,31864.440455999993,775,775N,Tue 06 Feb 2018 01:54:16 GMT
16953 -- SL-8 R/B,35946 -- WORLDVIEW 2,0.19136334490740742,Mon 05 Feb 2018 04:35:33 GMT,3.3251438542340406,2.264290852332124,-1.6569481486363802,-1.784402258496266,10.9547958726737,0.007471386067871776,-8.031668349986886,7.449818810290482,72.4914398777858,118.54922916851504,777.390378272032,25717.170535999998,37878.694535999995,775,775N,Tue 06 Feb 2018 01:54:16 GMT
16681 -- COSMOS 1741,23710 -- RADARSAT,0.8747430555555555,Mon 05 Feb 2018 20:59:37 GMT,4.730522791985806,4.157955514917376,0.16454280468961224,2.2499283292791223,14.853275169540732,-0.004344236352213102,-14.812206360001195,1.103769513279787,-29.141823448213458,132.2567818525001,801.1076606649773,82243.71896,94183.26696000001,775,775N,Tue 06 Feb 2018 01:54:16 GMT
16182 -- SL-16 R/B,7490 -- METEOR 1-19,0.4163891550925926,Mon 05 Feb 2018 09:59:36 GMT,4.501609356710839,-4.164045491241268,1.6911827772394754,-0.2551720229170751,2.0360514184328546,0.007444579608443745,-0.2850064366798746,-2.0159913908020375,47.710497529934116,-25.792391492922746,845.700309253788,41940.456807999995,148001.881808,850,850N,Tue 06 Feb 2018 01:54:16 GMT
