PrimarySatellite,SecondarySatellite,TCA_EpDay,TCA_UTCG,Range,RangeX,RangeY,RangeZ,Velocity,VelocityX,VelocityY,VelocityZ,Latitude,Longitude,Altitude,PrimaryAge,SecondaryAge,PrimaryCluster,SecondaryCluster,DateGenerated
8924 -- SL-8 R/B,13149 -- SL-8 R/B,0.7681071527777777,Wed 08 Nov 2017 18:26:04 GMT,2.4224829401607475,1.3624672688993087,-0.740354853311088,-1.8611773767496924,13.859541828296342,-0.021573342015515664,-12.875360642663157,5.129475860414083,-42.36758131060483,-141.09921377591732,785.831417787427,76271.37124000001,85875.81824,775,775,Thu 09 Nov 2017 01:47:24 GMT
8924 -- SL-8 R/B,19039 -- SL-8 R/B,0.8163056712962963,Wed 08 Nov 2017 19:35:28 GMT,4.2785516416706795,-4.278114227750848,-0.023295552401337773,0.05656962074176408,14.212969601858829,0.009483475425006872,-13.550429222128493,-4.288855658930851,-24.469855401627576,43.79078173812594,788.5634345482243,80435.723752,93838.843752,775,775,Thu 09 Nov 2017 01:47:24 GMT
8924 -- SL-8 R/B,17303 -- COSMOS 1814,0.5170807638888889,Wed 08 Nov 2017 12:24:35 GMT,4.529680215776667,-0.1657888053887291,-4.069819593636086,1.9816875143325887,6.549621515093785,0.004253326324014438,-2.8701344754810814,-5.887261841709567,72.38079292535274,81.85981035565071,772.6568705965836,54582.691048,48541.838048,775,775,Thu 09 Nov 2017 01:47:24 GMT
13992 -- SL-8 R/B,5705 -- COSMOS 468,0.9847871990740741,Wed 08 Nov 2017 23:38:05 GMT,3.382403641326504,3.3662658167677364,-0.11686329208035022,0.3086289271649439,14.00823491579479,0.00981126784268008,-13.133285312992584,-4.873126930693355,37.94998883064531,-133.9495465862599,773.6420864182494,92645.705848,223445.466848,775,775,Thu 09 Nov 2017 01:47:24 GMT
6059 -- COSMOS 494,11425 -- COSMOS 1110,0.9878388425925926,Wed 08 Nov 2017 23:42:29 GMT,2.37219403726743,1.8813324962093247,-0.4714336571805179,1.3658853890539613,14.122532968010585,0.002029455708014211,-13.35822652317256,-4.582981286178741,32.252421020976165,-152.3611104963917,780.899731303812,128914.02915999999,91045.75416,775,775,Thu 09 Nov 2017 01:47:24 GMT
11510 -- COSMOS 1125,23710 -- RADARSAT,0.2932221064814815,Wed 08 Nov 2017 07:02:14 GMT,3.0105442910882427,-2.884374304899211,-0.16484680924937128,-0.8465148122292011,14.598767716658141,-0.00667300066997268,-14.316587276391903,2.8564493822673462,-67.36336445996277,-34.963318750148325,815.7949217443436,34976.307016000006,46492.81101600001,775,775N,Thu 09 Nov 2017 01:47:24 GMT
18585 -- COSMOS 1898,35946 -- WORLDVIEW 2,0.936556875,Wed 08 Nov 2017 22:28:38 GMT,3.2793567404332475,-0.5122074017563136,-2.3785623590797185,-2.19869627565518,10.153058052900239,-0.00681937279787212,-6.891931543479745,7.4555899110470065,71.14551198163693,-151.96563421094876,779.2970381859951,92136.495432,98023.531432,775,775N,Thu 09 Nov 2017 01:47:24 GMT
31792 -- COSMOS 2428,7274 -- METEOR 1-17,0.37894972222222223,Wed 08 Nov 2017 09:05:41 GMT,3.4986963775066737,2.655391544057238,2.2587120928596702,0.29663406968815254,1.7843292796281134,-0.007206146292732227,-0.2240146590926546,1.7701967354238883,-40.29802020610089,122.59123807578533,867.7332634530208,40524.38919199999,46746.328191999986,850,850N,Thu 09 Nov 2017 01:47:24 GMT
28353 -- SL-16 R/B,28654 -- NOAA 18,0.9513374421296297,Wed 08 Nov 2017 22:49:55 GMT,4.373215730606578,-4.32606903240503,0.1465777692119591,0.623424021717743,14.504824729605494,-0.016550060507036963,-14.160564841043778,3.1413484229972175,62.83595812809643,146.3925504694649,861.3610201992773,86769.26258399998,87673.74958399999,850,850N,Thu 09 Nov 2017 01:47:24 GMT
22803 -- SL-16 R/B,15772 -- SL-12 R/B(2),0.41929787037037036,Wed 08 Nov 2017 10:03:47 GMT,4.592388627538506,1.7580914673580992,-3.2438148271341345,2.734376174927689,9.58409483755786,0.02397977661477603,-6.171626408611684,-7.3324843196657135,65.02156164376557,-120.02957617613298,840.4649045750774,75032.69144800001,60663.81844800002,850,LEO,Thu 09 Nov 2017 01:47:24 GMT
24297 -- COSMOS 2333,28654 -- NOAA 18,0.6663446643518518,Wed 08 Nov 2017 15:59:32 GMT,3.552881033848179,3.410138804400958,0.40985691841854716,0.9088092659183312,13.55481138628043,0.001541110922232974,-12.370109361242855,5.541958474538276,70.35052039446137,-102.48987392273266,861.064961432732,68732.28020000001,63050.3732,850,850N,Thu 09 Nov 2017 01:47:24 GMT
5239 -- SL-8 R/B,20103 -- NADEZHDA 1,0.22779378472222223,Wed 08 Nov 2017 05:28:01 GMT,1.303036408069105,-0.23057753078774113,-0.38893799103936183,-1.2220741066628835,14.02400102440621,0.004426130564122105,-13.367890021647842,4.239351543696601,48.62777114775645,144.92464117486182,996.3909653649768,31352.919168000008,25468.80016800001,975,975,Thu 09 Nov 2017 01:47:24 GMT
6149 -- SL-8 R/B,10744 -- COSMOS 996,0.7590335995370371,Wed 08 Nov 2017 18:13:00 GMT,3.6460563836731263,1.19483806930657,0.44854581427853557,3.4153910162017564,14.634765751968105,-0.0024616415275754665,-14.512200670800508,1.890077841179258,-18.27460085798509,138.90308071751514,957.0537505798942,143486.585808,71649.710808,975,975,Thu 09 Nov 2017 01:47:24 GMT
6708 -- SL-8 R/B,11309 -- SL-8 R/B,0.9001383101851852,Wed 08 Nov 2017 21:36:11 GMT,1.30694028542233,1.303821499546757,-0.08444290569768055,0.03180884561012499,4.118862124114139,0.021069993308906475,-1.1515716514757033,-3.9545497827643445,-82.78361619807725,-166.19626499981757,1012.2585472029418,122237.75907999999,86374.20408,975,975,Thu 09 Nov 2017 01:47:24 GMT
