PrimarySatellite,SecondarySatellite,TCA_EpDay,TCA_UTCG,Range,RangeX,RangeY,RangeZ,Velocity,VelocityX,VelocityY,VelocityZ,Latitude,Longitude,Altitude,PrimaryAge,SecondaryAge,PrimaryCluster,SecondaryCluster,DateGenerated
6061 -- SL-8 R/B,35946 -- WORLDVIEW 2,0.43930828703703706,Sat 02 Dec 2017 10:32:36 GMT,2.7558688803771894,-1.9284007591340924,-0.1286831610412337,1.9645672404015495,14.899368630997833,-0.0005723335804291305,-14.866758395192104,-0.9852309849885994,-10.396583775039346,-176.983446386384,771.6254045588627,105209.21954399999,53968.773543999996,775,775N,Sun 03 Dec 2017 01:50:23 GMT
9023 -- SL-8 R/B,11111 -- COSMOS 1048,0.6613197685185185,Sat 02 Dec 2017 15:52:18 GMT,3.8900577846624524,2.495750226461496,1.2175035781082697,-2.7242366660085975,13.644509295537887,0.009678360161462478,-12.462117313189562,-5.5559132748509805,47.74744665493227,-2.01572918459444,774.7581750403183,98259.42880000001,67151.3848,775,775,Sun 03 Dec 2017 01:50:23 GMT
13649 -- SL-8 R/B,18585 -- COSMOS 1898,0.3820162268518518,Sat 02 Dec 2017 09:10:06 GMT,3.3979031173159924,2.6780042179034353,-2.090448974456827,0.06373451768280938,0.6811221303324025,-0.014946577162971266,-0.03993886646602185,-0.6797858804102002,73.97919536630314,-53.90528790530325,778.3625419787498,53192.581368,55773.849367999996,775,775,Sun 03 Dec 2017 01:50:23 GMT
19257 -- SL-8 R/B,15031 -- COSMOS 1570,0.19577506944444445,Sat 02 Dec 2017 04:41:54 GMT,2.5992313387276207,-2.2224442241877114,1.1835267094678712,-0.6449881786284968,7.092864217013099,0.01601147832917809,-3.3828945498844254,-6.234139146498801,-71.97736698662155,6.402534399654753,806.5632175835601,21267.393528,21189.228528,775,775,Sun 03 Dec 2017 01:50:23 GMT
19770 -- SL-8 R/B,9022 -- COSMOS 841,0.19606422453703704,Sat 02 Dec 2017 04:42:19 GMT,4.199387196339765,-4.198810006847452,0.01689664202649146,-0.0675415032414021,14.257195387302,0.019097951240637033,-13.592174318699584,-4.303493100964295,24.589064714819038,130.4580496557787,766.5848973566629,30717.075567999997,30548.845567999997,775,775,Sun 03 Dec 2017 01:50:23 GMT
11425 -- COSMOS 1110,24277 -- ADEOS,0.9389971527777777,Sat 02 Dec 2017 22:32:09 GMT,2.3625874969511202,-2.339661604576577,-0.2276579660559073,0.2365905900768703,10.75642984038335,0.006325055030593831,-7.761855359603553,-7.4467673712398055,72.05465974306038,-151.09419030220627,805.7807483777274,91851.14624,91985.46724,775,775N,Sun 03 Dec 2017 01:50:23 GMT
16181 -- COSMOS 1697,23705 -- SL-16 R/B,0.7762918981481481,Sat 02 Dec 2017 18:37:51 GMT,4.150904316642406,0.8555059147065549,-3.8312993845406456,-1.3487999487835913,4.950595211279997,0.0012642403141240946,-1.6458185388613487,4.669011960231539,69.80468502814236,155.36364976084405,850.1601127447229,87035.120352,93274.25235200001,850,850,Sun 03 Dec 2017 01:50:23 GMT
31792 -- COSMOS 2428,8519 -- METEOR 1-23,0.28560133101851853,Sat 02 Dec 2017 06:51:15 GMT,1.479057806688958,-0.8659582311538543,0.5362957891761325,1.0724342235937947,13.311775271816122,-0.002389735080748778,-11.921811641252361,5.922310559823854,57.00278785267373,-82.4773674117035,858.1074485368431,31674.951199999996,94013.9392,850,850N,Sun 03 Dec 2017 01:50:23 GMT
23088 -- SL-16 R/B,15334 -- SL-12 R/B(2),0.33773311342592593,Sat 02 Dec 2017 08:06:20 GMT,1.3694717672202306,-1.1348691459261318,-0.4315368872783147,-0.6334831156027503,12.232941468531958,0.0027723659487810435,-10.083617809004972,6.925713044043455,-55.062679033057044,67.21741470371968,864.3441670404935,35660.099568000005,46844.93456800001,850,850N,Sun 03 Dec 2017 01:50:23 GMT
23088 -- SL-16 R/B,15334 -- SL-12 R/B(2),0.37309017361111113,Sat 02 Dec 2017 08:57:14 GMT,3.843125401970087,3.3487107942273724,1.0662500009634532,-1.5552684036348947,12.253830143767031,0.006322055669773363,-10.102314699686614,-6.935383978728315,55.04789394755464,-125.63854754132899,849.7860587094178,38714.94936000001,49899.78436000002,850,850N,Sun 03 Dec 2017 01:50:23 GMT
26070 -- SL-16 R/B,17590 -- SL-16 R/B,0.13274753472222223,Sat 02 Dec 2017 03:11:09 GMT,2.983176063359785,0.5440149050555192,0.996396209795028,2.7587282941946762,13.978023188481192,-0.030335945196733972,-13.14071538075044,4.76506151799279,17.543479227846106,-148.59526707127458,840.2282781727284,18651.639263999998,21056.834263999997,850,850,Sun 03 Dec 2017 01:50:23 GMT
26069 -- COSMOS 2369,22565 -- COSMOS 2237,0.08380202546296296,Sat 02 Dec 2017 02:00:40 GMT,4.229154575810494,-4.1558792470168555,-0.7235866098892875,-0.3013943070215173,5.569623160892404,-0.010797366698740802,-2.087819476577777,5.163486748742943,-69.40274640816811,-159.54822214364376,870.8104415662143,47553.85287199999,35068.40587199999,850,850,Sun 03 Dec 2017 01:50:23 GMT
22566 -- SL-16 R/B,19531 -- NOAA 11,0.023869953703703702,Sat 02 Dec 2017 00:34:22 GMT,4.098938320209357,1.7239390990598622,-3.3111149306599983,1.6928813459813827,6.746841008146144,0.007877622108564993,-3.0660874774423617,-6.009900923721083,-57.992350928628305,-38.248527599378825,857.3338502849338,23372.90816,23456.03116,850,850N,Sun 03 Dec 2017 01:50:23 GMT
22566 -- SL-16 R/B,19531 -- NOAA 11,0.0945919675925926,Sat 02 Dec 2017 02:16:12 GMT,3.7701717841014464,1.7380718373278796,-2.982723659672309,1.5154738994617947,6.7256976420583,0.007522178541263656,-3.0469221338381773,-5.995933430212979,-57.88635972521955,-63.76814762237605,857.3123234455404,29483.290496,29566.413496,850,850N,Sun 03 Dec 2017 01:50:23 GMT
22566 -- SL-16 R/B,19531 -- NOAA 11,0.16531413194444444,Sat 02 Dec 2017 03:58:03 GMT,3.4455336721899044,1.7521370694985308,-2.6457668486870825,1.342250259183813,6.704562180295614,0.007163836532501137,-3.0278240964531085,-5.98192142625046,-57.77964589733043,-89.28785381458842,857.2906987125268,35593.68512,35676.80812,850,850N,Sun 03 Dec 2017 01:50:23 GMT
