PrimarySatellite,SecondarySatellite,TCA_EpDay,TCA_UTCG,Range,RangeX,RangeY,RangeZ,Velocity,VelocityX,VelocityY,VelocityZ,Latitude,Longitude,Altitude,PrimaryAge,SecondaryAge,PrimaryCluster,SecondaryCluster,DateGenerated
6061 -- SL-8 R/B,13242 -- SL-8 R/B,0.37160915509259257,Sun 01 Apr 2018 08:55:07 GMT,4.218472736665186,-0.2857746455110828,-1.1577285753830802,4.046419358854357,14.368066575531117,0.015395896200443189,-13.809050904856694,-3.9687798115228308,6.468669396959602,-137.18179803048986,763.1919356915556,8913.599040000001,11138.160040000002,775,775,Tue 03 Apr 2018 00:49:54 GMT
7434 -- SL-8 R/B,18585 -- COSMOS 1898,0.9227004398148149,Sun 01 Apr 2018 22:08:41 GMT,3.6005673152655793,3.361168470233679,-0.39603873366070913,-1.2287330173432127,14.202558380307812,0.003491912007094016,-13.505164199131668,4.395815317673668,-27.41880187303267,-126.92467267032207,775.3331429614495,53706.394400000005,15584.427400000004,775,775,Tue 03 Apr 2018 00:49:54 GMT
9444 -- SL-8 R/B,16953 -- SL-8 R/B,0.35039447916666666,Sun 01 Apr 2018 08:24:34 GMT,3.584572036050235,2.9093220670438313,2.0591409840653068,-0.380710125405807,2.7252549923319718,0.0044537840530544485,-0.5014044272189606,-2.6787289033052915,-73.74355031796485,70.03452522872311,784.6702946545795,70614.63684,64732.52184000001,775,775,Tue 03 Apr 2018 00:49:54 GMT
14241 -- SL-8 R/B,11425 -- COSMOS 1110,0.47851322916666666,Sun 01 Apr 2018 11:29:03 GMT,4.602780748785219,-0.32623822917594225,3.1523373542581683,-3.3379527324636,10.815015239575773,0.009043841765035723,-7.857252880691098,-7.431557710874202,-66.49941723607624,-64.16150625745969,807.8488963869388,4250.877552000005,53100.42355200001,775,775,Tue 03 Apr 2018 00:49:54 GMT
17304 -- SL-8 R/B,7433 -- COSMOS 676,0.16494784722222222,Sun 01 Apr 2018 03:57:31 GMT,3.1067651332718182,-0.5588747972033161,1.973333492652513,-2.333581685122335,11.364993077046027,0.000003988167915849536,-8.681667780476163,-7.334283345408077,-65.0268033432726,-110.01645949381019,810.3355703131538,22248.997911999984,35061.53291199999,775,775,Tue 03 Apr 2018 00:49:54 GMT
19770 -- SL-8 R/B,17303 -- COSMOS 1814,0.20079855324074075,Sun 01 Apr 2018 04:49:08 GMT,2.978295658098186,1.9434801137122122,1.3719196956637316,-1.7919169688641559,11.88204287884304,0.018730518789432608,-9.447128598768678,-7.206549339361897,63.2818613389487,122.62362602730391,774.2419945753886,23472.36658399999,23979.98658399999,775,775,Tue 03 Apr 2018 00:49:54 GMT
8343 -- COSMOS 773,10676 -- COSMOS 990,0.706630162037037,Sun 01 Apr 2018 16:57:32 GMT,4.274206896567627,0.9609986650466453,-1.186710203949129,3.992122875399364,14.30913371031999,0.00038414803236742055,-13.720862832249612,-4.060693355923022,14.626419228147054,178.85845539505343,780.9417150814769,20866.755592,12327.715591999997,775,775,Tue 03 Apr 2018 00:49:54 GMT
8343 -- COSMOS 773,21014 -- COSMOS 2112,0.3765672800925926,Sun 01 Apr 2018 09:02:15 GMT,1.3290213094218943,0.9913806214244687,0.7653012273525819,-0.4447202893651556,7.471862974233672,-0.01995540977839187,-3.7435694129605777,-6.4663765848959525,-71.50325990186506,1.6177994841186327,792.4574562257113,76679.89876,10748.263759999994,775,775,Tue 03 Apr 2018 00:49:54 GMT
8923 -- COSMOS 836,19769 -- COSMOS 1992,0.5049297685185186,Sun 01 Apr 2018 12:07:05 GMT,2.1188887050901184,2.016721025809602,-0.5488817390792537,0.34821614713268356,8.145564513334529,-0.02581247607313708,-4.447765523592405,-6.823997128085307,-70.9148609941543,-84.60260667992932,796.5344085703675,52634.370800000004,28827.7978,775,775,Tue 03 Apr 2018 00:49:54 GMT
13648 -- COSMOS 1420,23710 -- RADARSAT,0.45810202546296297,Sun 01 Apr 2018 10:59:40 GMT,4.284787874473871,2.5287494873709875,0.2372484443951398,-3.450876169176714,14.876367091932774,0.024866901657982454,-14.841337227381114,-1.0199945069919714,18.67585294760059,104.17085543525678,791.3980781547776,44919.242872,352.47487200000614,775,775N,Tue 03 Apr 2018 00:49:54 GMT
